author,content,description,photo_url,pub_date,source,title,url,combined_text,tokens,lems,keywords
Jim Salter,"Enlarge/ Today's global Facebook and Facebook-owned-services outage appears to be the result of a flubbed BGP configuration change pushed by a Facebook engineer this morning.
66 with 50 posters part… [+1948 chars]",The root cause of the worldwide outage appears to be a flubbed BGP route update.,https://cdn.arstechnica.net/wp-content/uploads/2021/10/GettyImages-1302984202-760x380.jpg,2021-10-04,Ars Technica,"Facebook, Instagram, WhatsApp, and Oculus are down. Here’s what we know",https://arstechnica.com/information-technology/2021/10/facebook-instagram-whatsapp-and-oculus-are-down-heres-what-we-know/,facebook instagram whatsapp and oculus are down here s what we know enlarge today is global facebook and facebook owned services outage appears to be the result of a flubbed bgp configuration change pushed by a facebook engineer this morning  with  posters part  chars,"['facebook', 'instagram', 'whatsapp', 'oculus', 'know', 'enlarge', 'today', 'global', 'facebook', 'facebook', 'owned', 'services', 'outage', 'appears', 'result', 'flubbed', 'bgp', 'configuration', 'change', 'pushed', 'facebook', 'engineer', 'morning', 'posters', 'part', 'chars']",facebook instagram whatsapp oculus know enlarge today global owned service outage appears result flubbed bgp configuration change pushed engineer morning poster part char,"['facebook', 'instagram', 'whatsapp', 'oculus', 'know', 'enlarge', 'today', 'global', 'owned', 'services', 'outage', 'appears', 'result', 'flubbed', 'bgp', 'configuration', 'change', 'pushed', 'engineer', 'morning', 'posters', 'part', 'chars']"
Tim De Chant,"Enlarge/ Former Facebook employee Frances Haugen testifies during a Senate Committee on Commerce, Science, and Transportation hearing on October 5, 2021. Haugen left Facebook in May and provided inte… [+5989 chars]","Section 230 reform is just a start, Frances Haugen says in Senate testimony.",https://cdn.arstechnica.net/wp-content/uploads/2021/10/GettyImages-1235711694-760x380.jpg,2021-10-06,Ars Technica,"Algorithms shouldn’t be protected by Section 230, Facebook whistleblower tells Senate",https://arstechnica.com/tech-policy/2021/10/algorithms-shouldnt-be-protected-by-section-230-facebook-whistleblower-tells-senate/,algorithms shouldn t be protected by section  facebook whistleblower tells senate enlarge former facebook employee frances haugen testifies during a senate committee on commerce science and transportation hearing on october   haugen left facebook in may and provided inte  chars,"['algorithms', 'protected', 'section', 'facebook', 'whistleblower', 'tells', 'senate', 'enlarge', 'former', 'facebook', 'employee', 'frances', 'haugen', 'testifies', 'senate', 'committee', 'commerce', 'science', 'transportation', 'hearing', 'october', 'haugen', 'left', 'facebook', 'may', 'provided', 'inte', 'chars']",algorithm protected section facebook whistleblower tell senate enlarge former employee france haugen testifies committee commerce science transportation hearing october left may provided inte char,"['algorithms', 'protected', 'section', 'facebook', 'whistleblower', 'tells', 'senate', 'enlarge', 'former', 'employee', 'frances', 'haugen', 'testifies', 'committee', 'commerce', 'science', 'transportation', 'hearing', 'october', 'left', 'may', 'provided', 'inte', 'chars']"
Tim De Chant,"Enlarge/ Facebook CEO Mark Zuckerberg testifying before Congress in April 2018. It wasn't his only appearance in DC this decade.
1 with 1 posters participating
Facebook CEO Mark Zuckerberg sounded … [+5838 chars]","Executive concerns of “over-enforcement” let hate speech through, report says.",https://cdn.arstechnica.net/wp-content/uploads/2018/12/GettyImages-1074353570-760x380.jpg,2021-10-18,Ars Technica,Facebook AI moderator confused videos of mass shootings and car washes,https://arstechnica.com/tech-policy/2021/10/facebook-ai-moderator-confused-videos-of-mass-shootings-and-car-washes/,facebook ai moderator confused videos of mass shootings and car washes enlarge facebook ceo mark zuckerberg testifying before congress in april  it was not his only appearance in dc this decade  with  posters participating facebook ceo mark zuckerberg sounded  chars,"['facebook', 'ai', 'moderator', 'confused', 'videos', 'mass', 'shootings', 'car', 'washes', 'enlarge', 'facebook', 'ceo', 'mark', 'zuckerberg', 'testifying', 'congress', 'april', 'appearance', 'dc', 'decade', 'posters', 'participating', 'facebook', 'ceo', 'mark', 'zuckerberg', 'sounded', 'chars']",facebook ai moderator confused video mass shooting car wash enlarge ceo mark zuckerberg testifying congress april appearance dc decade poster participating sounded char,"['facebook', 'ai', 'moderator', 'confused', 'videos', 'mass', 'shootings', 'car', 'washes', 'enlarge', 'ceo', 'mark', 'zuckerberg', 'testifying', 'congress', 'april', 'appearance', 'dc', 'decade', 'posters', 'participating', 'sounded', 'chars']"
Chanelle GarciaGoogle Web Creators team,"She founded Andi Eaton Creatives, a team of digital marketers who helps her curate blog content, develop digital programming, manage partnerships, and run other aspects of her growing business. 
And… [+1166 chars]","Every morning at 7 a.m, you’ll find Andi Eaton on her meditation cushion to center herself and get the creative juices flowing. She spends her days creating content on holistic living, wellness and mystical thinking for her Oui, We girl blog and social media …",https://storage.googleapis.com/gweb-uniblog-publish-prod/images/sungold_210701_ouiwe-3640-Edit_v1_1.max-1300x1300.jpg,2021-10-04,Blog.google,Finding a niche in holistic living,https://blog.google/web-creators/finding-niche-holistic-living/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+blogspot%2FMKuf+%28The+Keyword+%7C+Official+Google+Blog%29,finding a niche in holistic living she founded andi eaton creatives a team of digital marketers who helps her curate blog content develop digital programming manage partnerships and run other aspects of her growing business and  chars,"['finding', 'niche', 'holistic', 'living', 'founded', 'andi', 'eaton', 'creatives', 'team', 'digital', 'marketers', 'helps', 'curate', 'blog', 'content', 'develop', 'digital', 'programming', 'manage', 'partnerships', 'run', 'aspects', 'growing', 'business', 'chars']",finding niche holistic living founded andi eaton creatives team digital marketer help curate blog content develop programming manage partnership run aspect growing business char,"['finding', 'niche', 'holistic', 'living', 'founded', 'andi', 'eaton', 'creatives', 'team', 'digital', 'marketers', 'helps', 'curate', 'blog', 'content', 'develop', 'programming', 'manage', 'partnerships', 'run', 'aspects', 'growing', 'business', 'chars']"
Chanelle GarciaGoogle Web Creators team,"Eden Hagos grew up in Windsor, Ontario, Canada in a family of East African food entrepreneurs. Her parents ran a restaurant, among other food businesses, and her grandmother sold injera (a sour ferme… [+1556 chars]","Eden Hagos grew up in Windsor, Ontario, Canada in a family of East African food entrepreneurs. Her parents ran a restaurant, among other food businesses, and her grandmother sold injera (a sour fermented flatbread). When she moved to Toronto to attend univers…",https://storage.googleapis.com/gweb-uniblog-publish-prod/images/bf1.max-600x600.png,2021-10-18,Blog.google,Building community and bridges through Black food culture,https://blog.google/web-creators/building-community-and-bridges-through-black-food-culture/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+blogspot%2FMKuf+%28The+Keyword+%7C+Official+Google+Blog%29,building community and bridges through black food culture eden hagos grew up in windsor ontario canada in a family of east african food entrepreneurs her parents ran a restaurant among other food businesses and her grandmother sold injera a sour ferme  chars,"['building', 'community', 'bridges', 'black', 'food', 'culture', 'eden', 'hagos', 'grew', 'windsor', 'ontario', 'canada', 'family', 'east', 'african', 'food', 'entrepreneurs', 'parents', 'ran', 'restaurant', 'among', 'food', 'businesses', 'grandmother', 'sold', 'injera', 'sour', 'ferme', 'chars']",building community bridge black food culture eden hagos grew windsor ontario canada family east african entrepreneur parent ran restaurant among business grandmother sold injera sour ferme char,"['building', 'community', 'bridges', 'black', 'food', 'culture', 'eden', 'hagos', 'grew', 'windsor', 'ontario', 'canada', 'family', 'east', 'african', 'entrepreneurs', 'parents', 'ran', 'restaurant', 'among', 'businesses', 'grandmother', 'sold', 'injera', 'sour', 'ferme', 'chars']"
Stadia Team,"In September, the Stadia Pro library grew to more than 30 games for subscribers to claim and play, with newly-added titles like PGA TOUR 2K21, ARK: Survival Evolved, Darksiders II Deathinitive Editio… [+382 chars]","It’s time for another update to our Stadia Savepoint series, recapping the new games, features and updates on Stadia.
In September, the Stadia Pro library grew to more than 30 games for subscribers to claim and play, with newly-added titles like PGA TOUR 2K2…",https://storage.googleapis.com/gweb-uniblog-publish-prod/images/Stadia_Players_Savepoint_September_Post_O1.max-1300x1300.png,2021-10-04,Blog.google,Stadia Savepoint: September updates,https://blog.google/products/stadia/savepoint-september-2021-updates/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+blogspot%2FMKuf+%28The+Keyword+%7C+Official+Google+Blog%29,stadia savepoint september updates in september the stadia pro library grew to more than  games for subscribers to claim and play with newly added titles like pga tour k ark survival evolved darksiders ii deathinitive editio  chars,"['stadia', 'savepoint', 'september', 'updates', 'september', 'stadia', 'pro', 'library', 'grew', 'games', 'subscribers', 'claim', 'play', 'newly', 'added', 'titles', 'like', 'pga', 'tour', 'k', 'ark', 'survival', 'evolved', 'darksiders', 'ii', 'deathinitive', 'editio', 'chars']",stadium savepoint september update pro library grew game subscriber claim play newly added title like pga tour k ark survival evolved darksiders ii deathinitive editio char,"['stadia', 'savepoint', 'september', 'updates', 'pro', 'library', 'grew', 'games', 'subscribers', 'claim', 'play', 'newly', 'added', 'titles', 'like', 'pga', 'tour', 'k', 'ark', 'survival', 'evolved', 'darksiders', 'ii', 'deathinitive', 'editio', 'chars']"
Reuters Editorial,"Posted 
The $920 bln social network is fighting on multiple fronts, from a vocal whistleblower to an outage that took down its eponymous site, Instagram and WhatsApp. Still, the company has thrived … [+86 chars]","The $920 bln social network is fighting on multiple fronts, from a vocal whistleblower to an outage that took down its eponymous site, Instagram and WhatsApp. Still, the company has thrived amid other scandals. Gina Chon explains what watchdogs might do to ch…",https://static.reuters.com/resources/r/?d=20211005&i=RCV00AANP&r=RCV00AANP&t=2,2021-10-05,Reuters,BVTV: Facebook under siege - Reuters,https://www.reuters.com/video/watch/idRCV00AANP,bvtv facebook under siege reuters posted the  bln social network is fighting on multiple fronts from a vocal whistleblower to an outage that took down its eponymous site instagram and whatsapp still the company has thrived  chars,"['bvtv', 'facebook', 'siege', 'reuters', 'posted', 'bln', 'social', 'network', 'fighting', 'multiple', 'fronts', 'vocal', 'whistleblower', 'outage', 'took', 'eponymous', 'site', 'instagram', 'whatsapp', 'still', 'company', 'thrived', 'chars']",bvtv facebook siege reuters posted bln social network fighting multiple front vocal whistleblower outage took eponymous site instagram whatsapp still company thrived char,"['bvtv', 'facebook', 'siege', 'reuters', 'posted', 'bln', 'social', 'network', 'fighting', 'multiple', 'fronts', 'vocal', 'whistleblower', 'outage', 'took', 'eponymous', 'site', 'instagram', 'whatsapp', 'still', 'company', 'thrived', 'chars']"
Sheila Dang,"(Reuters) - Facebook Inc said on Wednesday it is underreporting the results of its advertising business on Apple Inc iOS devices, acknowledging that recent privacy changes from the iPhone maker have … [+1368 chars]","Facebook Inc said on Wednesday it is underreporting the results of its advertising business on Apple Inc iOS devices, acknowledging that recent privacy changes from the iPhone maker have made it more expensive and difficult for brands to advertise on Facebook.",https://static.reuters.com/resources/r/?m=02&d=20210922&t=2&i=1575608378&r=LYNXMPEH8L0TB&w=800,2021-09-22,Reuters,Facebook warns it is 'underreporting' iOS ad results amid Apple privacy changes - Reuters,https://www.reuters.com/article/facebook-advertising-idUSKBN2GI1IQ,facebook warns it is underreporting ios ad results amid apple privacy changes reuters reuters facebook inc said on wednesday it is underreporting the results of its advertising business on apple inc ios devices acknowledging that recent privacy changes from the iphone maker have  chars,"['facebook', 'warns', 'underreporting', 'ios', 'ad', 'results', 'amid', 'apple', 'privacy', 'changes', 'reuters', 'reuters', 'facebook', 'inc', 'said', 'wednesday', 'underreporting', 'results', 'advertising', 'business', 'apple', 'inc', 'ios', 'devices', 'acknowledging', 'recent', 'privacy', 'changes', 'iphone', 'maker', 'chars']",facebook warns underreporting io ad result amid apple privacy change reuters inc said wednesday advertising business device acknowledging recent iphone maker char,"['facebook', 'warns', 'underreporting', 'ios', 'ad', 'results', 'amid', 'apple', 'privacy', 'changes', 'reuters', 'inc', 'said', 'wednesday', 'advertising', 'business', 'devices', 'acknowledging', 'recent', 'iphone', 'maker', 'chars']"
"Nafisa Eltahir, Malaika Tapper, Khalid Abdelaziz","CAIRO/KHARTOUM (Reuters) - Facebook says it has shut down two large networks targeting users in Sudan in recent months, as civilian and military leaders spar with one another over the future of an in… [+6555 chars]","Facebook says it has shut down two large networks targeting users in Sudan in recent months, as civilian and military leaders spar with one another over the future of an interim power-sharing arrangement.",https://static.reuters.com/resources/r/?m=02&d=20211019&t=2&i=1578303577&r=LYNXMPEH9I0O4&w=800,2021-10-19,Reuters,"Facebook shuts fake accounts in Sudan, as fight for public opinion rages online - Reuters.com",https://www.reuters.com/article/us-sudan-facebook-insight-idUSKBN2H91BY,facebook shuts fake accounts in sudan as fight for public opinion rages online reuters com cairo khartoum reuters facebook says it has shut down two large networks targeting users in sudan in recent months as civilian and military leaders spar with one another over the future of an in  chars,"['facebook', 'shuts', 'fake', 'accounts', 'sudan', 'fight', 'public', 'opinion', 'rages', 'online', 'reuters', 'com', 'cairo', 'khartoum', 'reuters', 'facebook', 'says', 'shut', 'two', 'large', 'networks', 'targeting', 'users', 'sudan', 'recent', 'months', 'civilian', 'military', 'leaders', 'spar', 'one', 'another', 'future', 'chars']",facebook shuts fake account sudan fight public opinion rage online reuters com cairo khartoum say shut two large network targeting user recent month civilian military leader spar one another future char,"['facebook', 'shuts', 'fake', 'accounts', 'sudan', 'fight', 'public', 'opinion', 'rages', 'online', 'reuters', 'com', 'cairo', 'khartoum', 'says', 'shut', 'two', 'large', 'networks', 'targeting', 'users', 'recent', 'months', 'civilian', 'military', 'leaders', 'spar', 'one', 'another', 'future', 'chars']"
Reuters Staff,"By Reuters Staff
A look at the day ahead from Dhara Ranasinghe.
FILE PHOTO: U.S. dollar and euro banknotes are seen in this picture illustration taken May 3, 2018. REUTERS/Dado Ruvic/Illustration
… [+2529 chars]","U.S. and European bond yields are up sharply, stock market futures are deep in the red and oil is holding near multi-year highs. Yes, it's going to be one of those days.",https://static.reuters.com/resources/r/?m=02&d=20211006&t=2&i=1576977923&r=LYNXMPEH9506D&w=800,2021-10-06,Reuters,"Marketmind: Hunker down, it's going to be one of those days - Reuters",https://www.reuters.com/article/markets-europe-view-idUSKBN2GW0FL,marketmind hunker down it is going to be one of those days reuters by reuters staff a look at the day ahead from dhara ranasinghe file photo u s dollar and euro banknotes are seen in this picture illustration taken may   reuters dado ruvic illustration  chars,"['marketmind', 'hunker', 'going', 'one', 'days', 'reuters', 'reuters', 'staff', 'look', 'day', 'ahead', 'dhara', 'ranasinghe', 'file', 'photo', 'dollar', 'euro', 'banknotes', 'seen', 'picture', 'illustration', 'taken', 'may', 'reuters', 'dado', 'ruvic', 'illustration', 'chars']",marketmind hunker going one day reuters staff look day ahead dhara ranasinghe file photo dollar euro banknote seen picture illustration taken may dado ruvic char,"['marketmind', 'hunker', 'going', 'one', 'days', 'reuters', 'staff', 'look', 'day', 'ahead', 'dhara', 'ranasinghe', 'file', 'photo', 'dollar', 'euro', 'banknotes', 'seen', 'picture', 'illustration', 'taken', 'may', 'dado', 'ruvic', 'chars']"
Sheila Dang,"FILE PHOTO: Attendees walk past a Facebook logo during Facebook Inc's F8 developers conference in San Jose, California, U.S., April 30, 2019. REUTERS/Stephen Lam/File Photo
(Reuters) - Facebook Inc … [+859 chars]","Facebook Inc on Thursday said it reduces the distribution of certain content including clickbait, posts with ""sensationalist"" or exaggerated health claims or low-quality videos on its news feed, and outlined its content guidelines as the social media platform…",https://static.reuters.com/resources/r/?m=02&d=20210923&t=2&i=1575687411&r=LYNXMPEH8M09U&w=800,2021-09-23,Reuters,Facebook explains content it demotes in news feed in bid for transparency - Reuters.com,https://www.reuters.com/article/facebook-moderation-idUSKBN2GJ0LR,facebook explains content it demotes in news feed in bid for transparency reuters com file photo attendees walk past a facebook logo during facebook inc is f developers conference in san jose california u s april   reuters stephen lam file photo reuters facebook inc  chars,"['facebook', 'explains', 'content', 'demotes', 'news', 'feed', 'bid', 'transparency', 'reuters', 'com', 'file', 'photo', 'attendees', 'walk', 'past', 'facebook', 'logo', 'facebook', 'inc', 'f', 'developers', 'conference', 'san', 'jose', 'california', 'april', 'reuters', 'stephen', 'lam', 'file', 'photo', 'reuters', 'facebook', 'inc', 'chars']",facebook explains content demotes news feed bid transparency reuters com file photo attendee walk past logo inc f developer conference san jose california april stephen lam char,"['facebook', 'explains', 'content', 'demotes', 'news', 'feed', 'bid', 'transparency', 'reuters', 'com', 'file', 'photo', 'attendees', 'walk', 'past', 'logo', 'inc', 'f', 'developers', 'conference', 'san', 'jose', 'california', 'april', 'stephen', 'lam', 'chars']"
